gutenberg_id,title,authors,languages,subjects,bookshelves,download_count,copyright
19515,A Princess of Mars,"Burroughs, Edgar Rice",en,"Carter, John (Fictitious character) -- Fiction, Dejah Thoris (Fictitious character) -- Fiction, Mars (Planet) -- Fiction",Science Fiction,3176,false
1330,"The Story of Little Black Sambo, and The Story of Little Black Mingo","Bannerman, Helen",en,"Boys -- Juvenile fiction, Children's stories, Crocodiles -- Juvenile fiction","Category: Adventure, Category: Children & Young Adult Reading",3175,false
22,Roget's Thesaurus,"Roget, Peter Mark",en,English language -- Synonyms and antonyms,"Category: Encyclopedias/Dictionaries/Reference, Reference",3172,false
28513,"The Wonders of the Invisible World: Being an Account of the Tryals of Several Witches Lately Executed in New-England, to which is added A Farther Account of the Tryals of the New-England Witches","Mather, Cotton, Mather, Increase",en,Witchcraft -- New England -- Early works to 1800,"Category: History - American, Category: History - Modern (1750+), Category: History - Religious",3168,false
5983,The Institutes of Justinian,Unknown,en,Roman law,"Category: History - Ancient, Category: Law & Criminology",3167,false
6157,"What Men Live By, and Other Tales","Tolstoy, Leo, graf",en,"Peasants -- Russia -- Fiction, Russia -- Fiction","Category: Russian Literature, Category: Short Stories",3158,false
43007,Tribute to Michael Hart,"AlHydar, Majid",ar,"Hart, Michael, 1947-2011, Project Gutenberg",Category: Biographies,3158,false
19575,Anne of Avonlea,"Montgomery, L. M. (Lucy Maud)",en,"Canada -- History -- 1914-1945 -- Fiction, Islands -- Fiction, Orphans -- Fiction",Children's Literature,3154,false
31516,The Eyes Have It,"Dick, Philip K.",en,"Humorous stories, Science fiction, Short stories","Category: American Literature, Category: Humour, Category: Science-Fiction & Fantasy",3154,false
2911,Justice,"Galsworthy, John",en,"English drama, Tragedies (Drama)","Category: British Literature, Category: Plays/Films/Dramas, Nobel Prizes in Literature",3141,false
883,Our Mutual Friend,"Dickens, Charles",en,"Deception -- Fiction, Inheritance and succession -- Fiction, London (England) -- Fiction","Category: British Literature, Category: Novels",3138,false
2085,Cyropaedia: The Education of Cyrus,Xenophon,en,"Biographical fiction, Cyrus, King of Persia, -529 B.C. -- Fiction, Education of princes -- Fiction","Category: Classics of Literature, Category: History - Ancient",3136,false
23979,Leaves of Grass,"Whitman, Walt",en,Poetry,Poetry,3134,false
26221,The Golden Road,"Montgomery, L. M. (Lucy Maud)",en,"Authorship -- Juvenile fiction, Children's stories, Canadian, Prince Edward Island -- Juvenile fiction","",3134,false
32854,"Arsène Lupin, gentleman-cambrioleur","Leblanc, Maurice",fr,"Adventure stories, French, Burglars -- Fiction, Lupin, Arsène (Fictitious character) -- Fiction","Category: Crime, Thrillers and Mystery, Category: French Literature, Category: Novels",3127,false
72824,The mystery of the Blue Train,"Christie, Agatha",en,"Detective and mystery stories, Jewelry theft -- Fiction, Married women -- Crimes against -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",3127,false
19337,A Christmas Carol,"Dickens, Charles",en,"Christmas stories, Ghost stories, London (England) -- Fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",3123,false
43427,"Encyclopaedia Britannica, 11th Edition, ""Lord Chamberlain"" to ""Luqman"": Volume 17, Slice 1",Various,en,Encyclopedias and dictionaries,"Category: Encyclopedias/Dictionaries/Reference, Category: History - British, Category: History - Royalty",3122,false
7999,"The Bible, King James Version, Complete Contents",Anonymous,en,Bible,"Category: Religion/Spirituality, Judaism",3121,false
24156,中國十大禁書之國色天香,"Wu, Jingsuo, active 16th century",zh,"Chinese fiction -- Ming dynasty, 1368-1644, Erotic literature, Chinese","Category: Novels, Erotic Fiction",3120,false
66583,The magic of jewels and charms,"Kunz, George Frederick",en,"Amulets -- Folklore, Charms -- Folklore, Gems -- Folklore","Category: Archaeology & Anthropology, Category: History - Other, Category: Mythology, Legends & Folklore",3114,false
29021,The Fairy Tales of Charles Perrault,"Perrault, Charles",en,Fairy tales,"Category: Classics of Literature, Category: French Literature, Category: Mythology, Legends & Folklore",3113,false
15210,Darkwater: Voices from Within the Veil,"Du Bois, W. E. B. (William Edward Burghardt)",en,"African Americans, United States -- Race relations","African American Writers, Category: American Literature, Category: Biographies",3111,false
75948,"The book of wonders : $b gives plain and simple answers to the thousands of everyday questions that are asked and which all should be able to, but cannot answer...",Unknown,en,"Curiosities and wonders, Encyclopedias and dictionaries, Questions and answers","Category: Children & Young Adult Reading, Category: Encyclopedias/Dictionaries/Reference, Category: Engineering & Technology",3110,false
29558,"Boy Scouts Handbook: The First Edition, 1911",Boy Scouts of America,en,"Boy Scouts -- United States -- Handbooks, manuals, etc., Boy Scouts of America -- Handbooks, manuals, etc.","Category: Children & Young Adult Reading, Category: How To ..., Category: Sports/Hobbies",3093,false
12030,"The Spectator, Volumes 1, 2 and 3: With Translations and Index for the Series","Steele, Richard, Sir, Addison, Joseph",en,English essays -- 18th century -- Periodicals,"Category: British Literature, Category: Essays, Letters & Speeches",3092,false
26584,Night and Day,"Woolf, Virginia",en,"Biographers -- Fiction, Domestic fiction, London (England) -- Fiction","",3087,false
38481,"Scientific American, Vol. XXXVII.—No. 2. [New Series.], July 14, 1877: A Weekly Journal of Practical Information, Art, Science, Mechanics, Chemistry, and Manufactures",Various,en,"Science -- Periodicals, Technology -- Periodicals","Category: Engineering & Technology, Category: Journals, Category: Science - Chemistry/Biochemistry",3087,false
1152,The Story of the Volsungs (Volsunga Saga); with Excerpts from the Poetic Edda,Unknown,en,"Eddas -- Translations into English, Nibelungen -- Romances, Sagas -- Translations into English","Category: Classics of Literature, Category: Mythology, Legends & Folklore, Fantasy",3086,false
34853,The Fairy-Faith in Celtic Countries,"Evans-Wentz, W. Y. (Walter Yeeling)",en,"Celts -- Folklore, Celts -- Religion, Fairies","Category: Archaeology & Anthropology, Category: Mythology, Legends & Folklore, Category: Psychiatry/Psychology",3084,false
969,The Tenant of Wildfell Hall,"Brontë, Anne",en,"Alcoholics -- Fiction, Domestic fiction, England -- Fiction","Category: British Literature, Category: Novels",3083,false
47584,"Noli me tángere: Novela Tagala, Edición completa con notas de R. Sempau","Rizal, José",es,"Historical fiction, Philippines -- History -- 1812-1898 -- Fiction",Category: Novels,3081,false
26220,A Girl of the Limberlost,"Stratton-Porter, Gene",en,"Bildungsromans, Conflict of generations -- Fiction, Didactic fiction","",3078,false
21163,The Emerald City of Oz,"Baum, L. Frank (Lyman Frank)",en,"Animals, Mythical -- Juvenile fiction, Aunts -- Juvenile fiction, Battles -- Juvenile fiction","",3076,false
128,The Arabian Nights Entertainments,"Lang, Andrew",en,"Arabs -- Folklore, Children's stories, Fairy tales","Category: Adventure, Category: Mythology, Legends & Folklore",3075,false
1450,Pollyanna,"Porter, Eleanor H. (Eleanor Hodgman)",en,"Aunts -- Juvenile fiction, Cheerfulness -- Juvenile fiction, Conduct of life -- Juvenile fiction","Bestsellers, American, 1895-1923, Category: American Literature, Category: Children & Young Adult Reading",3072,false
15250,Myths and Legends of China,"Werner, E. T. C. (Edward Theodore Chalmers)",en,"Legends -- China, Mythology, Chinese, Tales -- China","Category: Mythology, Legends & Folklore, Folklore, Mythology",3068,false
25392,西湖二集,"Zhou, Qingyuan, active 16th century-17th century",zh,West Lake (China) -- History -- Fiction,"Category: Historical Novels, Category: Mythology, Legends & Folklore",3066,false
56006,One Thousand Ways to Make Money,"Fox, Page",en,"Business, Formulas, recipes, etc., Occupations","Category: Business/Management, Category: How To ...",3066,false
38015,"De Re Metallica, Translated from the First Latin Edition of 1556","Agricola, Georg",en,"Metallurgy -- Early works to 1800, Mineral industries -- Early works to 1800, Paleontology -- Early works to 1800","Category: Engineering & Technology, Category: History - Early Modern (c. 1450-1750), Category: Science - Earth/Agricultural/Farming",3064,false
61614,The Apostolic Tradition of Hippolytus: Translated into English with Introduction and Notes,"Hippolytus, Antipope",en,"Canon law -- Early church, ca. 30-600, Church orders, Ancient","Category: History - Religious, Category: Religion/Spirituality",3064,false
601,The Monk: A Romance,"Lewis, M. G. (Matthew Gregory)",en,"Gothic fiction, Horror tales, Madrid (Spain) -- Fiction","Best Books Ever Listings, Category: British Literature, Category: Classics of Literature",3062,false
1726,Theaetetus,Plato,en,"Classical literature, Knowledge, Theory of -- Early works to 1800","Category: Classics of Literature, Category: Philosophy & Ethics, Philosophy",3060,false
21150,Mother Goose in Prose,"Baum, L. Frank (Lyman Frank)",en,"Children's stories, Folklore, Nursery rhymes -- Adaptations",Children's Picture Books,3057,false
16317,The Art of Public Speaking,"Esenwein, J. Berg (Joseph Berg), Carnegie, Dale",en,Public speaking,"Category: How To ..., Category: Language & Communication",3053,false
27582,喻世明言,"Feng, Menglong",zh,"Short stories, Chinese","Category: Historical Novels, Category: Novels",3053,false
64931,Psychopathia sexualis: With especial reference to contrary sexual instinct: A medico-legal study,"Krafft-Ebing, R. von (Richard)",en,Paraphilias,"Category: Gender & Sexuality Studies, Category: Health & Medicine, Category: Law & Criminology",3053,false
33504,"Opticks : $b or, A treatise of the reflections, refractions, inflections and colours of light","Newton, Isaac",en,Optics -- Early works to 1800,"Category: Science - Physics, Physics",3048,false
52200,金瓶梅,Xiaoxiaosheng,zh,"China -- Social life and customs -- 960-1644 -- Fiction, Chinese fiction -- Ming dynasty, 1368-1644, Domestic fiction",Category: Novels,3048,false
8419,"The Journals of Lewis and Clark, 1804-1806","Lewis, Meriwether, Clark, William",en,"Clark, William, 1770-1838, Columbia River -- Description and travel, Lewis and Clark Expedition (1804-1806)","Category: Adventure, Category: Biographies, Category: History - American",3047,false
28943,Dorothy Dale - A Girl of Today,"Penrose, Margaret",en,"Family -- Juvenile fiction, Young women -- Juvenile fiction","",3047,false
57342,The Lives and Opinions of Eminent Philosophers,Diogenes Laertius,en,"Philosophers, Ancient -- Biography, Philosophy, Ancient","Category: Biographies, Category: Classics of Literature, Category: Philosophy & Ethics",3047,false
19626,Aesop's Fables - Volume 11,Aesop,en,"Fables, Greek -- Translations into English","",3042,false
3361,"Letters to His Son, Complete: On the Fine Art of Becoming a Man of the World and a Gentleman","Chesterfield, Philip Dormer Stanhope, Earl of",en,Conduct of life,"Category: British Literature, Category: Essays, Letters & Speeches, Category: Teaching & Education",3041,false
1227,The Expression of the Emotions in Man and Animals,"Darwin, Charles",en,"Emotions, Expression, Instinct","Category: Psychiatry/Psychology, Category: Science - Biology",3038,false
19640,Adventures of Huckleberry Finn,"Twain, Mark",en,"Adventure stories, Bildungsromans, Boys -- Fiction",Banned Books List from the American Library Association,3028,false
42959,The Survey of London,"Stow, John",en,"London (England) -- Description and travel, London (England) -- History -- 16th century -- Sources, London (England) -- Surveys","Category: History - British, Category: History - Early Modern (c. 1450-1750)",3026,false
51161,Degeneration,"Nordau, Max Simon",en,"Comparative literature, Degeneration, Europe -- Intellectual life","Category: History - Modern (1750+), Category: Psychiatry/Psychology, Category: Sociology",3026,false
1012,La Divina Commedia di Dante,Dante Alighieri,it,"Epic poetry, Italian, Italian poetry -- To 1400","Banned Books from Anne Haight's list, Category: Classics of Literature, Category: Poetry",3024,false
22980,The Golden Dream,"Ballantyne, R. M. (Robert Michael)",en,California -- Gold discoveries -- Fiction,Children's Fiction,3022,false
37539,"The International Jew, the world's foremost problem [volume I] : $b being a reprint of a series of articles appearing in the Dearborn Independent from May 22 to October 2, 1920","Ford, Henry, Cameron, William John",en,"Antisemitic literature, Jews -- United States, United States -- Ethnic relations","Category: Politics, Category: Sociology",3020,false
38488,Folk-Tales of Bengal,"Day, Lal Behari",en,"Bengali (South Asian people) -- Folklore, Tales -- India -- Bengal","Category: Mythology, Legends & Folklore",3018,false
24950,Bradford's History of 'Plimoth Plantation': From the Original Manuscript. With a Report of the Proceedings Incident to the Return of the Manuscript to Massachusetts,"Bradford, William",en,"Massachusetts -- History -- Colonial period, ca. 1600-1775","Category: History - American, Category: History - Religious",3017,false
153,Jude the Obscure,"Hardy, Thomas",en,"Adultery -- Fiction, Children -- Death -- Fiction, Didactic fiction","Banned Books from Anne Haight's list, Category: British Literature, Category: Novels",3012,false
17161,Max und Moritz: Eine Bubengeschichte in sieben Streichen,"Busch, Wilhelm",de,"Children's poetry, German, Practical jokes -- Juvenile poetry, Wit and humor","Category: Children & Young Adult Reading, Category: Classics of Literature, Category: German Literature",3012,false
75288,The Seven Dials mystery,"Christie, Agatha",en,"Battle, Superintendent (Fictitious character) -- Fiction, Detective and mystery stories, Police -- England -- Fiction","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Humour",3006,false
40426,Daddy-Long-Legs,"Webster, Jean",en,"Bildungsromans, Boarding schools -- Fiction, Epistolary fiction","Category: American Literature, Category: Novels",3004,false
72,"Thuvia, Maid of Mars","Burroughs, Edgar Rice",en,"Mars (Planet) -- Fiction, Martians -- Fiction, Science fiction","Category: Adventure, Category: American Literature, Category: Romance",3002,false
119,A Tramp Abroad,"Twain, Mark",en,"Americans -- Europe -- Fiction, Europe -- Fiction, Humorous stories","Category: American Literature, Category: Humour, Category: Travel Writing",3002,false
25134,九尾狐,Pinghuazhuren,zh,Chinese fiction,"Category: Mythology, Legends & Folklore, Category: Novels",3001,false
39647,Heath's Modern Language Series: The Spanish American Reader,"Nelson, Ernesto","en, es",Spanish language -- Readers,"Category: Language & Communication, Category: Teaching & Education, Category: Travel Writing",3000,false
63550,The Art of Ballet,"Perugini, Mark Edward",en,Ballet,"Category: Art, Category: History - Other, Category: Music",2997,false
46409,Heidi,"Spyri, Johanna",en,"Grandfathers -- Fiction, Mountain life -- Switzerland -- Fiction, Orphans -- Fiction","Category: Children & Young Adult Reading, Category: Novels",2985,false
1849,The Yellow Crayon,"Oppenheim, E. Phillips (Edward Phillips)",en,"Detective and mystery stories, Fiction","Category: Crime, Thrillers and Mystery, Category: Novels",2983,false
33858,The Adventurous Simplicissimus: being the description of the Life of a Strange vagabond named Melchior Sternfels von Fuchshaim,"Grimmelshausen, Hans Jakob Christoph von",en,"German fiction -- Translations into English, Thirty Years' War, 1618-1648 -- Fiction","Category: Classics of Literature, Category: German Literature, Category: Historical Novels",2983,false
46681,A History of Norwegian Immigration to the United States: From the Earliest Beginning down to the Year 1848,"Flom, George T. (George Tobias)",en,Norwegians -- United States,"Category: History - American, Category: History - Other",2983,false
26248,Life: Poem XXI: A Book,"Dickinson, Emily",en,American poetry,"",2978,false
50603,Minute Mysteries [Detectograms],"Ripley, H. A. (Harold Austin)",en,"Detective and mystery stories, Puzzles","Category: Crime, Thrillers and Mystery, Category: Short Stories",2978,false
69956,Daily stories of Pennsylvania : $b prepared for publication in the leading daily newspapers of the state...,"Godcharles, Frederic Antes",en,"Pennsylvania -- Biography, Pennsylvania -- History",Category: History - American,2975,false
23083,Majoor Frans,"Bosboom-Toussaint, A. L. G. (Anna Louisa Geertruida)",nl,Dutch fiction,"",2974,false
77292,"Slang and its analogues past and present, volume 2 [of 7] : $b A dictionary, historical and comparative of the heterodox speech of all classes of society for more than three hundred years. With synonyms in English, French, German, Italian, etc.","Henley, William Ernest, Farmer, John Stephen",en,"English language -- Slang -- Dictionaries, Slang -- Dictionaries","",2974,false
32464,A Supplication for the Beggars,"Fish, Simon",en,"Friars, Monasticism and religious orders -- England","Category: Essays, Letters & Speeches, Category: History - British, Category: History - Religious",2970,false
43302,"""The Kingdom of God Is Within You"": Christianity Not as a Mystic Religion but as a New Theory of Life","Tolstoy, Leo, graf",en,"Christianity -- Controversial literature, Christianity -- Essence, genius, nature, Government, Resistance to -- Religious aspects -- Christianity","Category: Philosophy & Ethics, Category: Religion/Spirituality",2968,false
19617,Aesop's Fables - Volume 02,Aesop,en,"Fables, Greek -- Translations into English","",2964,false
39452,The Pilgrim's Progress by John Bunyan Every Child Can Read,"Bunyan, John",en,"Christian life -- Juvenile literature, Christian pilgrims and pilgrimages -- Juvenile literature","Category: British Literature, Category: Classics of Literature, Category: Novels",2964,false
25391,甌北詩話,"Zhao, Yi",zh,Chinese poetry -- History and criticism,"Category: Essays, Letters & Speeches",2957,false
24264,紅樓夢,"Cao, Xueqin",zh,"China -- History -- Qing dynasty, 1644-1912 -- Fiction, Upper class -- China -- Fiction",Category: Novels,2955,false
1155,The Secret Adversary,"Christie, Agatha",en,"Beresford, Tommy (Fictitious character) -- Fiction, Beresford, Tuppence (Fictitious character) -- Fiction, Detective and mystery stories","Category: Adventure, Category: British Literature, Category: Crime, Thrillers and Mystery",2954,false
19621,Aesop's Fables - Volume 06,Aesop,en,"Fables, Greek -- Translations into English","",2953,false
6615,Myths and Legends of Our Own Land — Complete,"Skinner, Charles M. (Charles Montgomery)",en,Folklore -- United States,"Category: American Literature, Category: Mythology, Legends & Folklore, Folklore",2952,false
20682,Northanger Abbey,"Austen, Jane",en,"Books and reading -- Fiction, England -- Fiction, England -- Social life and customs -- 19th century -- Fiction","",2952,false
44747,The Red and the Black: A Chronicle of 1830,Stendhal,en,"Ambition -- Fiction, Bildungsromans, Church and state -- Fiction","Category: French Literature, Category: Novels",2950,false
50307,Fifteen sonnets of Petrarch,"Petrarca, Francesco",en,"Italian poetry -- To 1400 -- Translations into English, Petrarca, Francesco, 1304-1374 -- Translations into English",Category: Poetry,2947,false
2760,Celebrated Crimes (Complete),"Dumas, Alexandre",en,"Crime, Criminals -- Biography","Category: Crime, Thrillers and Mystery, Category: History - European, Category: History - Other",2942,false
23976,White Fang,"London, Jack",en,"Adventure stories, Canada, Northern -- Fiction, Wolfdogs -- Fiction","",2940,false
1280,Spoon River Anthology,"Masters, Edgar Lee",en,American poetry,"Category: American Literature, Category: Poetry",2938,false
63052,Knox Eat and Reduce Plan; Including Choice-of-Foods Chart,Charles B. Knox Gelatine Co.,en,"Cooking (Gelatin), Reducing diets","Category: Cooking & Drinking, Category: Health & Medicine, Category: How To ...",2938,false
1717,What's Wrong with the World,"Chesterton, G. K. (Gilbert Keith)",en,Social problems,"Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",2935,false
53565,"The Cumulative Book Review Digest, Volume 1, 1905: Complete in a single alphabet",Various,en,Books -- Reviews -- Periodicals,Category: Encyclopedias/Dictionaries/Reference,2934,false
208,Daisy Miller: A Study,"James, Henry",en,"Americans -- Europe -- Fiction, Europe -- Fiction, Psychological fiction","Category: American Literature, Category: Classics of Literature, Category: Novels",2933,false
19481,"""Everyman,"" with other interludes, including eight miracle plays",Unknown,en,"Bible plays, English, English drama -- To 1500, Moralities, English","Category: Classics of Literature, Category: Plays/Films/Dramas, Category: Religion/Spirituality",2932,false
19116,How to sing [Meine Gesangskunst],"Lehmann, Lilli",en,Singing -- Methods,"Category: How To ..., Category: Music, Music",2930,false
1289,Three Ghost Stories,"Dickens, Charles",en,"English fiction, Ghost stories","Category: British Literature, Category: Humour, Category: Short Stories",2926,false
20417,"The Outline of Science, Vol. 1 (of 4): A Plain Story Simply Told","Thomson, J. Arthur (John Arthur)",en,Science,"Bestsellers, American, 1895-1923, Category: Science - Biology, Category: Science - Earth/Agricultural/Farming",2923,false
50954,The Complete Poetic and Dramatic Works of Robert Browning: Cambridge Edition,"Browning, Robert",en,"Browning, Robert, 1812-1889, English drama -- 19th century, English poetry -- 19th century","Category: British Literature, Category: Plays/Films/Dramas, Category: Poetry",2919,false
17150,"The Oldest Code of Laws in the World: The code of laws promulgated by Hammurabi, King of Babylon, B.C. 2285-2242","Hammurabi, King of Babylonia",en,Law -- Iraq -- Babylonia -- Sources,"Category: History - Ancient, Category: Law & Criminology",2915,false
7735,Paul Clifford — Complete,"Lytton, Edward Bulwer Lytton, Baron",en,Brigands and robbers -- Fiction,"Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Novels",2910,false
621,The Varieties of Religious Experience: A Study in Human Nature,"James, William",en,"Conversion, Experience (Religion), Philosophy and religion","Category: Philosophy & Ethics, Category: Psychiatry/Psychology, Category: Religion/Spirituality",2909,false
4010,Marmion: A Tale Of Flodden Field,"Scott, Walter",en,"Flodden, Battle of, England, 1513 -- Poetry","Category: British Literature, Category: Historical Novels, Category: Poetry",2909,false
23910,封神演義,"Lu, Xixing",zh,"Chinese fiction -- Ming dynasty, 1368-1644","Category: Historical Novels, Category: Mythology, Legends & Folklore",2909,false
52915,The Will to Power: An Attempted Transvaluation of All Values. Book III and IV,"Nietzsche, Friedrich Wilhelm",en,"Nihilism (Philosophy), Power (Philosophy), Values",Category: Philosophy & Ethics,2906,false
32155,The Love Letters of Henry VIII to Anne Boleyn; With Notes,"Henry VIII, King of England",en,"Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536 -- Correspondence, Great Britain -- Kings and rulers -- Correspondence, Henry VIII, King of England, 1491-1547 -- Correspondence","Category: Essays, Letters & Speeches, Category: History - British, Category: History - Early Modern (c. 1450-1750)",2904,false
675,American Notes,"Dickens, Charles",en,"Dickens, Charles, 1812-1870 -- Travel -- United States, United States -- Description and travel, United States -- Social life and customs -- 1783-1865","Category: British Literature, Category: Travel Writing",2903,false
2131,An Account of Egypt,Herodotus,en,Egypt -- History -- To 332 B.C.,"Category: Archaeology & Anthropology, Category: History - Ancient, Egypt",2898,false
575,"The Essays or Counsels, Civil and Moral","Bacon, Francis",en,"English essays -- Early modern, 1500-1700","Category: British Literature, Category: Essays, Letters & Speeches, Category: Philosophy & Ethics",2894,false
36459,羹,"Tanizaki, Jun'ichiro",ja,Fiction,Category: Novels,2892,false
47406,Aphorismen zur Lebensweisheit,"Schopenhauer, Arthur",de,"Conduct of life, Maxims, Philosophy","Category: German Literature, Category: Philosophy & Ethics",2892,false
22963,Persuasion,"Austen, Jane",en,"Dysfunctional families -- Fiction, England -- Social life and customs -- 19th century -- Fiction, First loves -- Fiction","",2888,false
19577,Art and Heart,"Wilcox, Ella Wheeler",en,Poetry,"",2882,false
21585,The Secret Garden,"Burnett, Frances Hodgson",en,"Gardens -- Juvenile fiction, Orphans -- Juvenile fiction, People with disabilities -- Juvenile fiction",Children's Literature,2882,false
60766,The Discoverie of Witchcraft,"Scot, Reginald",en,"Demonology -- Early works to 1800, Magic -- Early works to 1800, Witchcraft -- Early works to 1800","Category: History - Early Modern (c. 1450-1750), Category: Philosophy & Ethics, Category: Religion/Spirituality",2880,false
61792,Olympic Victor Monuments and Greek Athletic Art,"Hyde, Walter Woodburn",en,"Olympics, Sculpture, Greek, Sports -- Greece","Category: Archaeology & Anthropology, Category: Art, Category: History - Ancient",2880,false
8486,Ghost Stories of an Antiquary,"James, M. R. (Montague Rhodes)",en,"Ghost stories, English, Horror tales, English, Short stories, English","Category: British Literature, Category: Crime, Thrillers and Mystery, Category: Short Stories",2879,false
8601,The Early Poems of Alfred Lord Tennyson,"Tennyson, Alfred Tennyson, Baron",en,English poetry -- 19th century,"Arthurian Legends, Category: British Literature, Category: Poetry",2879,false
28797,The Odyssey,Homer,en,"Epic poetry, Greek -- Translations into English, Homer -- Translations into English, Odysseus, King of Ithaca (Mythological character)","",2877,false
16269,Thought-Forms,"Besant, Annie, Leadbeater, C. W. (Charles Webster)",en,"Theosophy -- Doctrines, Thought and thinking -- Religious aspects -- Theosophy","Category: Philosophy & Ethics, Category: Religion/Spirituality",2876,false
22448,O Pioneers!,"Cather, Willa",en,"Domestic fiction, Farm life -- Fiction, Frontier and pioneer life -- Nebraska -- Fiction","",2875,false
45848,Up the Orinoco and down the Magdalena,"Zahm, J. A. (John Augustine)",en,"Colombia -- Description and travel, Magdalena River (Colombia), Orinoco River (Venezuela and Colombia)","Category: Adventure, Category: History - Other, Category: Travel Writing",2871,false
23078,Murder at Bridge,"Austin, Anne",en,"Detective and mystery stories, Fiction","",2870,false
35249,A Japanese Boy,"Shiukichi, Shigemi",en,"Japan -- Social life and customs -- 1868-1912, Shiukichi, Shigemi, 1865-1928",Category: Biographies,2868,false
16713,Amusements in Mathematics,"Dudeney, Henry Ernest",en,"Mathematical recreations, Puzzles","Category: Humour, Category: Mathematics",2867,false
38539,"Encyclopaedia Britannica, 11th Edition, ""Gichtel, Johann"" to ""Glory"": Volume 12, Slice 1",Various,en,Encyclopedias and dictionaries,Category: Encyclopedias/Dictionaries/Reference,2863,false
28807,The Story of My Life,"Keller, Helen",en,"Deafblind women -- United States -- Biography, Keller, Helen, 1880-1968","",2862,false
56347,"The General Historie of Virginia, New England & the Summer Isles  (Vol. I): Together with the True Travels, Adventures and Observations, and a Sea Grammar","Smith, John",en,"Bermuda Islands -- History, Indians of North America -- Virginia, Navigation","Category: History - American, Category: History - Early Modern (c. 1450-1750), Category: Travel Writing",2862,false
12758,Library of the World's Best Mystery and Detective Stories,Unknown,en,Detective and mystery stories,"Category: Crime, Thrillers and Mystery, Category: Short Stories, Classical Antiquity",2861,false
39784,"Mother Goose's Nursery Rhymes: A Collection of Alphabets, Rhymes, Tales, and Jingles",Unknown,en,"Alphabet rhymes, Children's poetry, Children's songs","Category: Children & Young Adult Reading, Category: Classics of Literature, Category: Poetry",2859,false
21519,The Gods of Mars,"Burroughs, Edgar Rice",en,"Carter, John (Fictitious character) -- Fiction, Dejah Thoris (Fictitious character) -- Fiction, Life on other planets -- Fiction","",2858,false
2398,The Renaissance: Studies in Art and Poetry,"Pater, Walter",en,"Arts, Renaissance, Renaissance, Renaissance -- Italy","Category: Art, Category: Essays, Letters & Speeches",2857,false
20321,"A Brief Account of the Destruction of the Indies: Or, a faithful NARRATIVE OF THE Horrid and Unexampled Massacres, Butcheries, and all manner of Cruelties, that Hell and Malice could invent, committed by the Popish Spanish Party on the inhabitants of West-India, TOGETHER With the Devastations of several Kingdoms in America by Fire and Sword, for the space of Forty and Two Years, from the time of its first Discovery by them.","Casas, Bartolomé de las",en,"Indians, Treatment of -- Latin America, Spain -- Colonies -- America","Category: History - American, Category: History - Early Modern (c. 1450-1750), Category: History - Warfare",2856,false
28944,Captain Blood,"Sabatini, Rafael",en,"Adventure stories, British -- Caribbean Area -- Fiction, Caribbean Area -- Fiction","",2855,false
963,Little Dorrit,"Dickens, Charles",en,"Children of prisoners -- Fiction, Debt, Imprisonment for -- Fiction, Domestic fiction","Category: British Literature, Category: Classics of Literature, Category: Novels",2851,false
37404,"Church History, Volume 3 (of 3)","Kurtz, J. H. (Johann Heinrich)",en,Church history,"Category: History - Early Modern (c. 1450-1750), Category: History - Religious",2848,false
876,"Life in the Iron-Mills; Or, The Korl Woman","Davis, Rebecca Harding",en,"Feminism -- Fiction, Women iron and steel workers -- Fiction","Category: American Literature, Category: Novels",2844,false
11000,An Old Babylonian Version of the Gilgamesh Epic,"Jastrow, Morris, Clay, Albert Tobias",en,"Epic poetry, Assyro-Babylonian","Best Books Ever Listings, Category: Classics of Literature, Category: Mythology, Legends & Folklore",2844,false
39435,"Encyclopaedia Britannica, 11th Edition, ""Helmont, Jean"" to ""Hernosand"": Volume 13, Slice 3",Various,en,Encyclopedias and dictionaries,Category: Encyclopedias/Dictionaries/Reference,2844,false
1962,A Defence of Poesie and Poems,"Sidney, Philip",en,Poetry -- Early works to 1800,"Category: British Literature, Category: Essays, Letters & Speeches",2838,false
28840,The island of Dr. Moreau,"Wells, H. G. (Herbert George)",en,"Animal experimentation -- Fiction, Islands -- Fiction, Science -- Ethics -- Fiction","",2838,false
2490,Lamia,"Keats, John",en,English poetry -- 19th century,"Category: British Literature, Category: Mythology, Legends & Folklore, Category: Poetry",2833,false
77,The House of the Seven Gables,"Hawthorne, Nathaniel",en,"Domestic fiction, Haunted houses -- Fiction, Historical fiction","Best Books Ever Listings, Category: American Literature, Category: Classics of Literature",2832,false
63469,Washington Confidential,"Lait, Jack, Mortimer, Lee",en,"Washington (D.C.) -- Description and travel, Washington (D.C.) -- Social life and customs","Category: Crime, Thrillers and Mystery, Category: Journalism/Media/Writing, Category: Politics",2831,false
1929,The School for Scandal,"Sheridan, Richard Brinsley",en,"Comedy plays, England -- Social life and customs -- 18th century -- Drama, English drama -- 18th century","Category: British Literature, Category: Plays/Films/Dramas, Harvard Classics",2830,false
